labeling,sentence
4,내가 엄마 돈을 안 훔쳤는데 가족들이 자꾸 날 의심해.
0,내가 소소하게 만든 유튜브가 수익이 돼.
4,나는 초등학교 때 따돌림을 당했어.
2,애들이 말도 안 되는 거로 시비를 걸면 어떻게 해야 할지 모르겠어. 마음이 너무 답답해.
3,남자친구가 가난해서 부모님이 결혼을 극구 반대하셔. 마음이 안 바뀌실까 봐 걱정돼.
2,요즘 딸에게 뭘 물어보잖아? 맨날 신경질부터 내는데 화가 나.
2,자꾸 문제 제기를 밥 먹듯이 하는 직원을 회사에서 그만두게 유도했어.
3,요즘 허리가 많이 굽어서 일하기가 힘들어.
1,옆에 직원들도 있는데 팀장님이 창피하게 계속 나한테 뭐라고 그러네.
3,매일 야근하다 보니 너무 피곤하고 스트레스받아.
1,나만 무시하는데 난 내가 뭘 잘못했는지 모르겠어.
0,내가 진로 문제로 방황할 때마다 가족들이 날 응원해주고 지켜봐 줘서 정말 기뻐.
2,학교에서 애들이 갑자기 날 피하는 게 느껴졌어. 화가 나.
0,윗집에 사는 총각은 우리 노부부의 안전을 언제나 중요하게 생각하고 있어.
0,회사 다니면서 다행이 충분히 벌어둬서 안심이 된다. 이제 은퇴 후에 행복한 노후만 생각하려고.
0,내가 살쪄서 죽는다고? 난 살 많이 안 쪘는데 다들 자꾸 뭐라고 하네 진짜. 난 안 죽어!
3,내가 못 이룬 일들을 생각하면 밤에 잠이 안 와.
2,건강이 안 좋아서 짜증이나.
2,다리도 아프고 눈도 침침해서 모임에 안 나가니까 이제 친구들이 나를 부르지도 않아.
0,서술형 시험에 내 답안지가 모범 답안으로 올라서 뿌듯했어.
2,퇴직금으로 카페를 열었는데 상가 주인이 내 카페 옆에 또 카페를 내줘서 싸우고 왔어.
2,아 진짜 밤새서 공부했는데 공부할 필요 없는 부분까지 해버렸어 시간도 없는데 피곤하고 짜증 나.
2,내가 치매가 있는데 아들이 자꾸만 치매 실종 방지 목걸이를 채우려 해서 너무 성가셔.
3,엄마나 아빠가 방문을 노크하면 갑자기 등골이 싸늘해져.
0,이번에 들어온 신입사원이 사고를 친 것 같아서 엄청 스트레스받았는데 다행히 별일이 아니라서 다행이야.
4,회사에서 일이 있었는데 사람들이 일의 경위를 따지지 않고 나부터 의심하는 모습을 보고 당황스러웠어.
2,내가 정말 발표 준비를 열심히 했는데 우리 조가 전체에서 꼴찌를 했어.
4,자녀가 독립하고 집에 혼자 남으면서 고립된 기분이 들어.
5,당뇨 진단을 받은 후 피부에 검은 점이 거뭇거뭇하게 자꾸 생기는 것을 보면 속상해.
3,모아둔 돈도 점점 바닥인데 언제까지 병원 신세를 져야 하는지 모르겠어.
4,매일 놀기만 하는 친구가 나보다 공부를 잘해.
5,오늘 학교폭력센터에 전화해서 힘든 얘기를 다 했어. 너무 슬퍼서 펑펑 울면서 얘기해 버렸어.
1,허리가 아파서 꼼짝할 수가 없네. 밖에 나가지 못하니 늘 혼자 있어야 해서 외로워.
3,가해자들이 집까지 찾아올까 봐 무섭고 두려워.
2,선생님은 내가 이 등급 이상 받기 힘들다고 했어. 정말 슬퍼.
1,요즘 어린 친구들이 나보다 성과를 잘 내는 것 같아서 좀 부끄러워.
4,혼자서 생활하는데 내가 만약에 아프면 누가 날 지켜줄까.
3,물가는 올라가는데 연봉 인상률은 점점 줄어드니 이걸 어떻게 해야 할지 모르겠어.
2,요즘 왜 이렇게 회사가 엉망으로 돌아가는지 모르겠어.
5,어렸을 때 앓아온 소아비만이 늙어서도 이렇게 날 힘들게 할 줄은 몰랐어.
3,부모님이 싸우셔서 걱정이야.
0,이번 시험 성적이 올라서 만족스러워.
3,학교 폭력 실태 조사 설문지에 내 이름이 나올까 봐 불안해.
2,학교 가기가 너무 싫어서 오늘 선생님께 아프다고 거짓말하고 학교를 안 갔어.
5,선생님께 도움을 요청했더니 자신을 믿으라고 말씀하시는데 선생님 품에 안겨서 펑펑 울었어.
2,내가 아픈데도 가족들이 내 걱정은 하지 않고 돈 얘기만 해서 화가 나.
0,나를 괴롭히던 친구들과 진지하게 얘기를 나눠봤어.
4,그 애가 다른 사람이랑 연애한대. 날 좋아한다고 했던 그 애가.
2,내 친구 때문에 좌절했어.
2,여행 왔는데 실수로 아내의 인슐린 가방을 내가 잃어버렸어. 난 왜 그런 실수를 했던 걸까.
2,여자 친구는 내 자존감을 깎아내려. 너무 분노가 치밀어 올라.
2,친구가 자전거를 타고 가는데 다른 학교 애가 내 친구를 밀쳐서 화났어.
0,이제 많이 늙었는데 새로 생긴 애인이 내 건강을 잘 챙겨줘서 기쁘네.
3,아들 내외가 형편이 어려워 당분간 같이 살아야 해.
2,작년부터 시작한 사업이 잘 풀리지 않아서 스트레스받아.
2,말할 때마다 말대꾸하는 친구가 너무 화가 나.
1,결혼 허락을 받으러 여자친구 집에 인사하러 갔는데 여자친구의 오빠가 내 가장 친한 친구였어. 얼마나 당황스럽던지 삼 년을 사귀는 동안 몰랐다는 게 참 신기했어.
0,신난다! 아빠가 오랜만에 나가서 밥 먹자고 해서 준비하고 나가는 중이야.
3,슬슬 저축을 시작할 때가 됐는데 자식들이 아직 학생이야. 불안해.
2,태어날 때부터 폐가 좋지 않아 매년 검진을 받는데 담배는 참 끊기가 쉽지 않네.
1,이번 아들 결혼 때 전셋집 마련하라고 주려던 돈의 일부를 남편 빚을 갚는 데 썼더니 너무 미안하네.
2,체육복이 없어져서 너무 놀랐는데 친구가 가져갔던 거였어. 왜 말도 안 하고 가져간 걸까?
5,회사 동료가 여름휴가 때 바다에서 익사 사고를 당해서 가슴 아프네.
3,집에 조금 일찍 왔더니 친구가 내 방에서 마음대로 게임을 하고 있네. 너무 화가 나.
2,인제 어쩌지 노후준비로 모아 놓았던 돈을 모두 다 잃어버렸어.
0,아들이 퇴원을 기념하며 꽃다발을 들고 왔어. 난 정말 기뻐.
1,아내가 일이 바빠서 함께 할 시간이 별로 없는데 며칠 뒤에 다시 장기 출장을 간다고 하네.
5,건강검진을 했는데 신체나이가 현재 나의 나이보다 많이 나와서 슬픈 마음이 들어.
4,남편이 친구의 보증을 서서 그 빚을 다 떠안게 생겼어. 울화가 치밀어.
1,혼자가 싫어서 집 근처 문화센터에 나갔다니 그곳에서도 혼자 외롭게 있었어.
1,내가 친딸이 아니라는 걸 알았어.
2,시간이 빠르게 흘러 벌써 퇴사하는 날이 다가오니 불안해.
2,친구가 내 직업에 대해 은근히 비난하는 것 같아서 기분 나쁘고 화가 나!
0,나 과학고등학교에 합격했어.
2,늦게까지 일을 해서 피곤한데 남자 친구가 데이트를 하자고 졸라서 귀찮아.
2,요즘 아내가 잔소리만 하고 화만 내. 나도 조금 짜증이 나려고 하네.
2,반 애들한테 괴롭히지 말라고 아무리 얘기해도 내 말을 듣지 않아. 화가 나.
1,우리 딸이 막 성인이 되었는데 벌써 독립을 하고 싶어 해.
2,나 진짜 어떡하지?
3,오늘 와이프 생일인데 깜박했어! 난 죽었다!
0,오늘은 너무 감사한 날이야.
0,나는 우리 부서가 훌륭한 성과를 거둘 것이라고 믿어.
0,처음 공부할 때 열심히 했더니 복습하는 데에 어려움이 없어서 편해.
5,고등학교에서 만난 소꿉친구가 날 괴롭히는 걸 주도하고 있어. 너무 속상해.
2,내가 싫어하는 애가 있는데 걔가 나보다 수행평가 점수가 잘 나와서 짜증 나.
0,우리 딸은 날 더 좋아해.
2,자식들이 나를 챙겨주는 이유가 내 재산 때문이란 걸 알아서 너무 화가 나.
4,노인회는 내 노고에 고마워할 줄을 몰라. 날 무시하는 말과 행동에 상처받았어.
5,내 가장 친한 친구가 사실은 학교 폭력 가해자였어. 그 친구에게 너무 실망스러워.
1,경제적으로 여유가 없으니 주변에서 사람들이 떠나는 것 같아 외로워.
5,돈 번다고 평생 고생만 하다 간 동생이 안쓰러워.
4,나는 내조를 한다고 하는데 남편은 맘에 들지 않나 봐.
0,재산 관리를 아예 전문가에게 맡기니깐 마음이 편해졌어.
5,영감 먼저 보내고 나이 들어 찾아오는 이도 없으니 쓸쓸하네.
0,내가 믿고 따를 만큼 신뢰하는 상사가 있어서 너무 기뻐.
0,의사 선생님이 이제 백두산 등산 해도 된다고 하네! 너무 가고 싶었는데 드디어 가게 됐어! 흥분돼.
2,혹시 내가 병에 걸리더라도 절대 그 사실을 자녀들에게 밝히지 않을 거야.
3,최근에 건강에 문제가 생겨 휴식하는 중인데 구조조정 당할까 봐 두려워.
4,아버지도 암으로 돌아가셨는데 이번에 남편도 암 판정을 받아서 세상이 무너지는 느낌이야.
0,고혈압약을 바꿨는데 혈압이 안정적으로 유지되고 있어.
4,나는 그냥 열사병으로 쓰러진 줄 알았는데 알고 보니 뇌출혈이래. 갑자기 그런 말을 들으니 너무 당황스러워.
2,돈이 없어도 너무 없는 것 같아. 이제 은퇴할 날도 얼마 안 남았는데.
4,아내가 나에게 아프다는 사실을 숨기고 있어.
0,우리 팀은 회사에서 가장 뛰어난 팀이라고 믿어.
0,우리 회사는 직원들의 복지를 최우선으로 해 주니까 즐겁게 직장생활을 하고 있어.
4,엄마가 새로운 동생이 생겼다고 했는데 진짜 충격이었어.
3,나도 언니가 있었으면 좋겠어. 있었으면 좀 덜 외로웠겠지?
3,내가 다니는 회사에 어린 사원들이 점점 많아져서 실력에서 밀릴까 봐 걱정돼.
5,몸이 많이 아프다 보니 감정이 점점 마비되는 느낌이야.
5,아내와 사별하고 나니 같이 여행 한번 제대로 다녀오지 했다는 생각에 너무 슬퍼.
3,김 씨가 관절염에 좋다고 추천한 의료기기를 샀는데 효과에 회의적이야.
1,아내가 나보다 돈을 잘 버는 게 과연 좋은 걸까.
2,오늘 너무 화가 나는 일이 있었어. 산재를 신청했는데 받아주지를 않는 상황이야.
0,겨울에 할머니 댁에 내려갔을 때 아빠가 군고구마를 만들어주셔서 좋았어.
2,내가 열심히 쓴 기획안을 숙지하지 않은 상사 때문에 기회를 날려서 속상해.
2,시험 보는데 갑자기 배가 아파져서 짜증 나.
5,나를 괴롭힌 애들이 처벌을 받지 않을 거야. 그게 슬퍼.
1,저번 수업 시간에 졸다가 쪽지 시험이 있는 걸 몰랐어.
2,직장 상사가 나보다 어린데 반말을 해
0,드디어 양가 부모님 결혼 승낙을 받았어.
3,이렇게 벌어서 노후 준비나 할 수 있을까 싶은 생각이 들어.
0,요즘 남편하고 대화를 많이 해.
3,처리해야 할 급한 일이 있는데 거래처가 전화를 안 받으니까 너무 불안해 죽겠어.
2,남자친구가 자꾸 결혼하자고 재촉해서 좀 그래
3,취업에 꼭 필요한 자격증 시험을 보고 결과를 기다리는 중이야. 떨어질까 봐 너무 걱정되고 초조한 마음이야.
0,의사 선생님이 상태가 많이 호전됐대. 이번 치료만 잘 끝나면 퇴원할 수 있을 거야.
2,대학 입시 방법이 자꾸만 변경돼서 정말 짜증 나!
4,동창회에 나갔는데 나랑 비슷한 시기에 대기업에 취업한 친구한테만 관심 가져서 나는 뭐 무시하고 기분 나쁘더라고.
2,관리자가 사소한 걸로 자꾸 트집을 잡는데 미쳐버릴 것 같아.
1,간 질환을 치료하지 못하면 여러 합병증이 온다는 진단을 받았어.
0,오늘 오랜만에 가족 외식을 나가기로 했어.
5,척추 교정 수술을 하러 왔는데 의사가 당뇨 합병증 때문에 막상 수술이 어렵다고 해서 걱정이야.
5,내가 죽으면 자식들은 슬퍼하기도 전에 유산만 신경 쓸 게 뻔해. 인생 헛살았어.
4,모임에 나갔는데 다른 부부들이 우리 부부보다 건강해 보였어.
0,자녀들이 아내를 위해 가사 도우미를 지원해줘서 생활이 그나마 편해졌어.
4,중년에 벌써 몸이 아프니 혼자 고립된 느낌이야.
0,나는 엄마가 매일 밥을 챙겨 줘서 너무 좋아.
4,내 친구가 지금까지 폭행 당해 왔다는 사실을 나한테 숨겼어.
0,나는 이번 기회에 큰 성과를 낼 수 있을 거라고 믿어.
5,우리 부부는 지금 별거 중에 있어.
5,내가 병으로 죽고 나면 혼자가 될 손자 생각에 너무 슬프고 눈물이 나.
5,금전적으로 어려움이 생겨서 친척들에게 부탁했더니 모두 모른척하다니 실망했어.
3,회사 사람들이랑 잘 어울리지 못해서 속상해.
0,생각보다 성적이 잘 나와서 만족스러워.
0,며칠 전에 건강 검진을 했었는데 나는 나이에 비해 정말 건강한 편이래.
0,결혼을 안 하고 혼자의 삶을 즐기는 이 삶이 나쁘지 않은 것 같아.
4,나랑 같은 나이대 녀석들은 친구도 잘 사귀는데 난 사교성이 없어서 그런지 친구가 많이 없어서 힘드네.
2,담임선생님 수업은 재미없고 어차피 내 말 무시하는 게 짜증 나니까 자도 되는 시간이야.
5,돈 버는 것을 포기했어.
4,내 나이 때는 내 집 정도는 생길 거라고 생각했는데 집이 없으니 사람 만나는 것도 두려워.
5,나 오늘 고백했다가 거절 당해서 슬퍼.
4,아내와 아들이 돈 쓰는 것에 대한 문제로 싸워서 어떻게 해야 될지 모르겠어.
4,예순이 넘은 아들이 죽었는데 가족들이 내가 충격을 받을까 봐 일 년 동안이나 숨겼다는 것을 알았어.
4,아들에게 이 나이가 되도록 재산이 없다는 소리를 듣고 상처받았어.
1,학교에서 모르는 후배가 나한테 인사를 했는데 처음 보는 애라 너무 당황스러웠어.
3,친구 결혼 소식을 들었는데 불안해.
1,나이는 들었는데 돈이 없어서 집에만 있게 되니 혼자 죽어가는 기분이야.
1,매일 독서실만 가니까 혼자서 외롭게 공부하는 기분이야.
5,운전할 때 여친이 욕을 너무 많이 해서 실망했어.
2,오늘 신장 기능 검사 때문에 병원에 갔더니 휴진이야. 먼 곳에서 왔는데 화가 나.
3,친구랑 같이 백수였는데 내가 이번에 취업을 하는 바람에 그 친구와 멀어질까 봐 걱정이야.
3,이제 학교 폭력 위원회가 열리고 징계 받을 거란 이야기를 들어서 불안해.
4,병에 걸렸는데 보험 적용이 안 된대.
5,삼십 년이나 이 회사에서 일했는데 은퇴를 하게 돼서 너무 슬퍼.
0,사촌 동생이 자는 모습을 지켜봤는데 너무 예쁘더라.
3,건강에 취약한 느낌이야.
0,몸이 안 좋아서 병원에 갔는데 단순 감기로 나왔어.
2,같은 과 선배가 나 좋다고 자꾸 따라다녀서 아주 귀찮고 성가셔. 난 그 선배 별로거든.
2,가장 많은 실적을 냈는데 코로나로 연봉이 동결되었어. 속상하고 화나.
4,성적이 안 나와서 혼자 힘들어해도 아무도 달래주지 않아 외롭고 슬퍼.
2,치킨집 사장이 내가 병 때문에 일 소홀히 했다면서 돈 못 준다고 했어. 너무 억울하다.
3,요즘 살이 너무 많이 쪄서 걱정이야.
2,입사 오 년차인데 올해도 사장님이 연봉을 안 올려준다니 말이 돼? 너무 화나.
3,이제 은퇴 준비를 해야 되는데 불안해.
1,자식들 볼 낯이 없어.
2,아들이 이번에 대학에 떨어져서 재수를 해야 할 것 같아.
2,요즘 아들하고 사이가 안 좋아.
2,아니. 선생님은 왜 나한테만 청소를 시키시는지 모르겠어.
3,노후대비라고는 반 토막 난 연금뿐인데 정말 이걸로 먹고 살 수 있을까?
3,나이가 너무 먹어서 기초 연금 외에는 돈을 얻을 길이 없어.
0,집중해서 할 수 있는 공부법을 발견해서 너무 만족스러워.
1,재테크 상담을 하러 갔어. 그런데 상담사가 노후 자금이 턱없이 부족하대.
1,아들에게 다이어트하라고 이야기했는데 내 말을 안 듣고 바깥으로 나가버렸어. 집에 오면 어떻게 할지 모르겠어.
1,이 나이가 되어 경제적으로 여유가 없으니 어디에도 당당히 나설 수가 없어.
0,이번 달도 월세가 잘 입금됐네.
5,소득이 너무 적어서 제대로 된 노후 대책을 마련할 수가 없어 힘들어.
5,친구에게 실망했어. 칠십 대가 되더니 사람이 너무 변하더라.
3,정년퇴직한 지 벌써 몇 년이 지났어.
4,그 애가 나랑 이제 더 이상 못 만난대. 속상해.
3,엄마에게 학원을 간다고 말한 뒤 몰래 영화를 보러 가서 이 사실을 들킬까 봐 두려운 마음이 들어.
2,진로를 아직 못 찾아서 고민 중인데 친구는 나보고 꿈이 없다고 놀리고 비아냥거려서 속상해.
0,조금 이른 나이에 은퇴를 하게 됐는데 나는 너무 좋아.
1,자식들 다 출가하고 아무도 없는 이 집에서 혼자 밥을 먹을 때면 많이 외로워.
3,이번 달에 월급이 체불됐어. 생활이 어려워질 것 같아.
5,처음으로 내 아기를 안아봤어. 아내가 낳느라 고생했을 거 같아서 마음이 아프다.
1,칠십 대가 되니 예전처럼 자주 돌아다니기 어렵더라. 그래서 요즘 외로워.
5,엄마는 매번 아빠가 집을 나간 게 나 때문이라고 하니까 너무 슬퍼.
3,내가 들어오자마자 사무실이 조용해졌어. 은근히 신경 쓰여서 불안하네.
5,내가 아픈 뒤로부터 그렇게 화목했던 우리 집이 병원비 때문에 싸움이 잦아졌어. 가슴이 아파.
5,친구가 지금 이렇게 사는 게 내가 학창 시절에 노력하지 않아서라는 얘기를 해서 낙담했어.
1,자식들이 나를 도와주지 않아서 슬퍼.
4,회사에서 매일 혼자 점심을 먹는데 아무도 내게 말을 안 걸어. 상처를 받았어.
3,요즘 밤에 잠이 잘 안 와.
1,혼자 있는 건 너무 비참한 것 같다는 생각이 들어.
5,친구 녀석이랑 싸워서 우울해.
5,남편이 세상을 뜬 후로부터 생활 의욕이 없어졌어.
0,이번에 몸 상태가 좋아져서 노인정에서 하는 잔치에 가볼 수 있게 됐어. 너무 기뻐.
0,이번에 감사하게도 연봉이 크게 올라서 기분이 매우 좋네.
1,신부전증 때문에 입원한 내 병문안 와서 중국 음식 시켜 먹다니 진짜 상종 못 할 애들이네.
1,내 건강에 고립된 기분이야.
0,다니는 병원에서 알게 된 할아버지가 있는데 말이 너무 잘 통해서 좋아.
4,우리 가정이 불우해.
3,췌장암 진단을 받았는데 너무 걱정돼.
3,오늘은 일이 손에 잡히질 않아.
3,친구가 내 차를 몰래 사용했으면서 모른 척하는데 어떻게 해야 하지?
2,요양원 사람들이 이상한 것을 먹일 것 같아서 주는 밥을 안 먹고 있어. 굉장히 방어적으로 돼.
5,남편이 일하다가 사고가 나서 그동안 모아둔 돈을 수술비로 다 써야 해.
4,친구가 오늘 명품 가방을 샀다고 자랑하는데 얼마나 짜증 나던지 괜히 가품을 속아서 산 거였으면 했다니까.
2,영업을 했더니 사람들 상대하는 게 너무 성가시고 힘들었어.
0,엄마가 방 치우라고 또 잔소리해. 짜증 나!
5,아빠가 생일선물 사준다던 게임기가 품절됐대. 이날만을 기다렸는데.
3,회사 출근하면 매일 같은 일상이 너무 지겨워.
2,요즘 허리가 아주 아파. 너무 짜증 나.
3,큰며느리 간병을 내가 해야 한다네. 너무 당혹스러워.
2,이틀 내내 외근이라니 나한테 왜 그러는 걸까?
2,딸이 요즘 자꾸만 별거 아닌 일로 툴툴대.
1,공부를 안 하고 놀기만 하는 친구들이 제일 한심해.
2,재정난이 심각해져서 아내와 나는 돈 얘기밖에 안해. 너무 막막해.
4,친구가 돈 빌려 갔는데 계속 안 갚아서 닦달했더니 적반하장으로 이상한 취급하더라.
5,오늘 면접 보러 다녀왔는데 완전히 실망했어.
5,아내의 건강이 최근에 악화되어서 이제 세상 그 무엇도 필요가 없어졌어.
1,나는 지금 당장 일을 해야 하지만 좋은 직장에 다니고 싶어서 아직 일은 하지 않고 찾아보는 중이야.
1,오늘 발표에서 긴장을 했는데 이 모습이 누군가에게 들켰을까 봐 겁나.
2,비교 대상인 언니를 볼 때마다 미칠 것만 같아.
0,내가 모아둔 노후 자금도 있는데 내 자식들이 따로 용돈도 주니 행복하게 지내고 있어.
3,병 때문에 일을 못 하니 갖고 있는 집 한 채의 세금 내는 것도 버거워.
5,학교에서 친구들한테 학교 폭력 당한 걸 부모님께 얘기했더니 내 잘못이 아니라고 안아주셨는데 눈물 나더라.
2,나는 아껴 쓰고 저축하는데 아내는 자꾸 돈을 가져다 써서 화가 나.
2,사과로도 충분하다고 생각하는데 학폭위까지 열어서 짜증 나.
0,난 학교 폭력 같은 건 절대 안 당할 자신이 있어.
5,반장인 나보다 부반장인 친구가 반 아이들을 더 잘 이끈다는 말을 들어서 속상해.
2,회사 업무가 너무 많아. 항상 나한테만 몰리는 것 같아. 너무 힘들다.
1,무엇을 할 때마다 남의 시선 때문에 마음이 불편해
5,친구들에게 이유도 모른 상태로 맞았어. 진짜 화 나고 억울해서 죽고 싶어.
4,나만 취직이 안 되는 것 같아.
1,내 딸이 나처럼 누구와도 어울리지 못하고 혼자서 지내는 거 같아.
0,빚을 드디어 다 갚게 되어서 이제야 안도감이 들어.
0,이 업무는 하루 만에 끝낼 수 있을 것 같아.
5,병간호를 하기 싫은지 남편이 암에 걸린 나에게 이혼을 요구해. 남편한테 환멸을 느껴.
5,암에 걸려서 힘든 상태인데 어차피 치료해도 죽을 거 치료받지 않기로 했어.
2,엄마가 자꾸 같은 반 친구랑 성적 비교를 해서 열 받아 죽겠어.
3,요즘 회사 사정이 어렵거든. 해고를 당하지 않을까 불안하네.
0,부모님의 부탁으로 가해자들과 나는 다른 반이 되었어.
5,만성질환이 많이 호전되었는데도 의사는 계속 병원에 오라 하니 힘이 드네.
1,가진 재산이 얼마 없으니 무슨 일이라도 해야 할 것 같은데 사람들이 이 나이에 하찮은 일을 한다고 손가락질할까 봐 걱정돼.
1,여름휴가도 못 갔는데 병원 간다고 반차 내니까 상사가 눈치 줘.
3,병원에서 검사를 했는데 의사 표정이 안 좋아. 결과가 안 좋은 걸까 불안해.
4,방금 외근이 일찍 끝나서 집에 갔는데 현관에 낯선 남자 구두를 발견했어.
5,퇴근하고 집에 왔는데 아들이 인사는커녕 방에 들어가 있어 서럽네.
1,고등학교에 오니까 중학교 때보다 수업이 갑자기 어려워서 이해하기 힘들어. 당황스러워.
3,아들 차를 탔는데 불안불안해서 편하게 가지를 못하겠어.
5,선생님은 학교폭력에 대해 자기만 믿으라고 해놓고 아무런 조치도 해주지 않아. 실망이야.
5,프리랜서로 일하고 싶었지만 용기가 없어서 다시 취직했어. 내가 너무 한심하다.
3,나에게 다가오는 사람들은 모두 목적을 가지고 다가오는 것 같아 항상 불안해.
2,관절염 예방을 위해 근력운동을 배우는데 알려주는 코치가 너무 대충 알려줘. 마음에 안 들어.
1,궁금한 걸 질문하고 싶은데 이것도 모른다고 무시당할까 봐 못 물어보겠어.
0,오늘 친구들이랑 같이 축구를 했는데 너무 재밌었어.
5,반년 만에 아빠를 만나는 건데 비행기가 결항해서 못 오신대. 보고 싶었는데.
2,큰아들이 결혼하는데 너무 당당하게 집을 사달라고 해서 화가 난다.
3,진로 때문에 두려워.
0,우리 엄마 이번 달에도 부서 내에서 평판이 좋으셔서 영업 실적 일위가 되실 것 같아.
2,학교 전교 회장에 나갔는데 다른 애가 당선되어 좌절했어.
1,운동을 좀 해야 될 것 같아서 밤에 조깅을 시작했어.
4,암 판정을 받은 후 가족들 중 누구에게도 위로의 말을 듣지 못한 것에 가족들한테 엄청난 배신감을 느껴.
2,휴가로 잠시 자리를 비웠는데 진행하던 프로젝트가 엉망이 되어있어서 너무 화가 났어.
4,박 노인은 내가 아는 게 없다고 매일 나를 놀림거리 삼아서 화가 나면서도 창피해.
4,직장 상사가 시키는 대로 했을 뿐인데 또 다른 상사가 내게 와서 뭐라고 하더라.
4,주위에 사랑하는 내 사람들이 나를 떠나가고 있어서 너무 슬퍼.
1,이미 나이를 많이 먹으니 친구들과 만나기가 쉽지 않아.
3,아픈 사람들을 보면 나도 언제든지 병들 수 있다는 생각이 들어. 그런 생각을 하면 되게 두려워.
5,돈 상태를 보고 낙담했어.
2,우리 엄마 때문에 지금 너무 열 받아.
2,부하 직원한테 꼭 확인하라고 시킨 부분이 있는데 거기서 실수가 나와서 일에 차질이 생겼어. 너무 화가 나.
3,우리 회사가 언제 부도가 날지 몰라서 두렵고 불안해.
0,일 재촉 안 하는 상사를 만나서 일 처리가 정말 편해.
2,운동 때문에 회식을 못 가서 화가 나.
4,병원에서 주는 후원금이 아니었더라면 나는 입원비를 감당할 수 없었을 거야. 이렇게 생각하니 무능력한 내가 미워.
4,얼마 전에 딸 때문에 충격을 크게 받았어.
1,사실 학기 초부터 나를 괴롭히는 애들이 있는데 반 친구들에게는 알리고 싶지 않아.
5,시대가 바뀌면서 내가 잘 알지 못하는 분야의 일까지 맡게 되었는데 적응이 안 돼서 슬퍼.
0,남자친구랑 헤어질 뻔했는데 다시 화해했어. 정말 다행이야.
3,남편이 건강검진을 받을 때가 됐는데 저번보다 결과가 안 좋으면 어쩌지? 너무 불안해.
2,이직이 잘 안 돼서 뭔가 내가 부족한 사람이 된 것 같아.
3,나는 가난한 남자와 절대 결혼할 생각이 없어. 나도 엄마처럼 될까 봐 항상 불안했거든.
0,노년을 보내려고 사 놓은 땅에 고속도로가 뚫리게 되어 큰돈을 벌게 되어 너무 신나.
0,내가 붙임성이 좋아서 처음 만난 사람하고도 잘 지내지.
0,이제 막내딸이 결혼했어. 내가 할 일을 모두 끝냈으니 죽어도 여한이 없어.
5,아픈 몸으로 일하는 것도 서러워 죽겠는데 사장한테 잔소리까지 들으니까 진짜 서럽다.
1,친구들이 잘 알아보지도 않고 다단계 판매를 한다고 하는데 진짜 한심한 것 같아.
1,지갑 사정이 넉넉하지 않은데 자식들 눈치 보여서 용돈을 많이 주고 있어.
2,얼마 전에 많이 아팠는데 아들이 찾아오지도 않더라. 너무 서운하고 괘씸해서 재산을 전부 조카에게 넘기겠다는 유서를 썼어.
2,취업은 못 하고 아르바이트만 하고 있는 내가 엄마는 못마땅한가 봐.
5,집에서 일하던 중에 여자 친구 때문에 노트북이 떨어져 고장 나서 너무 슬퍼.
0,진짜 스트레스를 많이 받을 때 가장 도움이 많이 되는 건 부모님인 것 같아.
5,은퇴한 날 남편은 수고했다고도 안 하고 달가워하지 않는 표정이었어.
5,나보다 한참 어린 후배가 승진해서 나의 상사가 되어버렸네! 난 이게 뭔가 싶어.
3,고양이 알레르기가 있지만 친구의 부탁으로 고양이를 봐주고 있어.
0,학교 공부 끝나고 집에 오면 부모님이 항상 나를 따뜻하게 반겨 줘.
1,대표님께서 내일부터 당장 회사에 나오지 말라고 하셨어.
3,나 요즘 친구들이 나를 은근히 피하고 장난도 더 심하게 치는 것 같아서 혹시 나를 따돌릴까 봐 불안해.
0,남편이 공들여 요리해 주는 날은 사랑받는 기분이 들어. 그게 바로 오늘이고!
2,당뇨로 병상에서 힘들게 고생하는데 자식들은 찾아오지도 않네. 천하의 몹쓸 것들!
3,이 나이가 되도록 아직도 대출금을 갚아야 하는 상황이 너무 걱정스러워.
3,거래처에 보낼 서류가 마감 시간 전에 잘 도착했는지 걱정되고 불안하네.
1,친하게 지내던 친구들과 사이가 멀어졌는데 갑자기 이런 일이 일어나서 너무 당황스러워.
5,반 친구들은 나 빼고 모두가 잘 지내 보여.
2,상사의 불필요한 잔소리에 스트레스를 받고 싶지 않아 한 귀로 흘려들었어.
4,내 친구는 내가 조금이라도 성적이 잘 나오면 표정이 안 좋아진다? 대놓고 질투하는 것 같아서 기분 나빠.
4,회사 후배들은 내 말을 전혀 들으려 하지 않아서 진짜 섭섭해.
0,나는 재정 상태를 신뢰해.
0,출산을 무사히 마치고 퇴원했어. 많은 사람이 축하해줬는데 그분들께 너무 감사해.
5,아무리 일을 해도 성과가 없어. 난 이 일에 맞지 않는 것 같아.
4,아들이 나를 청소하는 일꾼 정도로만 생각하고 있어. 늙어서도 희생하는 기분이야.
2,아는 선배가 인스타그램 친구 요청을 해서 받아줬더니 자꾸 나에 대해서 잘 아는 척을 해서 짜증 나.
1,엄마가 언니랑 너무 비교를 많이 해.
2,목표를 위해 열심히 공부하는 나한테 친구가 그렇게 하면 뭐가 달라지냐고 한다.
2,간호해 주는 아내에게 뭐가 힘들어서 우냐고 악의적으로 모진 말을 했어.
