label,document,Angry,Sadness,Fear,Hurt,embarrassed,Happiness,Thankful,Peaceful
0,나 같은 뇌전증 환자가 무대에 서는 가수가 될 수 있을까?,1,0,0,0,0,0,0,0
5,그렇지만 치료비 문제로 자식들에게 기대지 않아도 돼.,0,0,0,0,0,1,0,0
3,난 요즘에 인스타그램이랑 유튜브에 중독됐어. 이러다가 대학 못 갈까 봐 걱정이야.,0,0,0,1,0,0,0,0
0,친구들은 키도 크고 눈도 큰데 나만 다 작잖아. 이게 다 부모님 때문이야!,1,0,0,0,0,0,0,0
0,응. 나이가 드니 멀쩡하던 곳도 문제가 생기네. ,1,0,0,0,0,0,0,0
6,응. 신뢰가 있는 사람들이 있다는 거는 정말 기쁘고 행복한 일 같아.,0,0,0,0,0,0,1,0
0,나이가 들고 일자리를 잃으니 내가 가치 없는 사람 같아.,1,0,0,0,0,0,0,0
5,딸이 지금 엄청 긴장하고 있어. 떨어질까 봐 걱정이 많이 되나 봐.,0,0,0,0,0,1,0,0
1,다 떠나고 아무도 없는 느낌이고 아무도 나와 가까워지려 하지 않는 느낌에 너무 슬퍼.,0,1,0,0,0,0,0,0
1,응. 코로나 때문에 전과는 비교도 되지 않을 정도로 가게 매출이 너무 떨어져서 절망스러워.,0,1,0,0,0,0,0,0
6,그 동안 열심히 일한 걸 알아준 것 같아 기뻐.,0,0,0,0,0,0,1,0
1,내가 중요한 업무라고 분명히 말을 했는데 안 해놓고 놀러 갔다더라.,0,1,0,0,0,0,0,0
0,전화를 해서 너무 속상하다고 말해야겠어.,1,0,0,0,0,0,0,0
2,곧 퇴직을 하게 되는데 불안해.,0,0,1,0,0,0,0,0
5,응. 너무 기다리던 아이라서 신이 난다.,0,0,0,0,0,1,0,0
2,나는 과외를 받는 대신에 자격증을 따고 싶거든. 공부에는 흥미가 없어.,0,0,1,0,0,0,0,0
7,힘들게 일하고 오면 아내와 아이가 나를 반겨주니까 너무 좋아.,0,0,0,0,0,0,0,1
2,은퇴하기 전까지 가능한지 지금부터면 너무 늦은 게 아닌지 하는 생각이 들지만 앞으로 어떻게 해야 할지 계획을 세워야겠어.,0,0,1,0,0,0,0,0
3,오늘 엄마에게 맞았어.,0,0,0,1,0,0,0,0
0,회사를 그만뒀다는 손주들 용돈 줄 돈도 없네. 너무 속상해.,1,0,0,0,0,0,0,0
3,앞으로 잘 될 수 있다고 긍정적으로 생각해봐야겠어.,0,0,0,1,0,0,0,0
5,앞으로도 이 건강 유지하도록 노력해야겠다.,0,0,0,0,0,1,0,0
3,나한테 김 과장보다 나이도 많고 경력도 많은데 일을 못한다고 그러셨어.,0,0,0,1,0,0,0,0
4,모르겠어. 내가 다시 분위기 띄우기엔 너무 지치고 방법이 없어.,0,0,0,0,1,0,0,0
0,걸리기만 해봐. 진짜 일도 바빠 죽겠는데 그런 얘기까지 들어야 하냐고.,1,0,0,0,0,0,0,0
6,진짜 열심히 공부했어. 좋은 결과가 있을 거야.,0,0,0,0,0,0,1,0
2,남편이 요즘 무슨 일이 있는지 내내 표정이 안 좋더라고.,0,0,1,0,0,0,0,0
0,가족갈등에 매번 부정적으로만 대처하게 되는 내 자신을 볼 때마다 놀랍고 실망스러워.,1,0,0,0,0,0,0,0
4,아들이 친구들에게 키가 작고 못생겼다고 놀림을 받고 와서 당황스럽네.,0,0,0,0,1,0,0,0
2,매일 조금씩이라도 운동 삼아 산책을 해보려고.,0,0,1,0,0,0,0,0
4,남들 보기에 좋은 직장에 다니고 싶어 이렇게 행동하는 것 같아.,0,0,0,0,1,0,0,0
7,아들이 한 번도 빠짐없이 매달 용돈을 보내줘서 기뻐.,0,0,0,0,0,0,0,1
5,고맙다고 다시 한번 말씀드려야겠어.,0,0,0,0,0,1,0,0
0,응. 너무 화가 나. 애인이 이런 사람이었다는 것도 너무 실망스럽고.,1,0,0,0,0,0,0,0
2,아는 언니한테 조언을 구해봐야겠어. 언니를 집으로 부르려고.,0,0,1,0,0,0,0,0
1,나는 아들을 못 낳는다는 이유로 시댁과 남편의 갖은 구박을 받으며 살았어. 이해가 안 가겠지만.,0,1,0,0,0,0,0,0
5,어렸을 때부터 가지고 싶었던 장난감이야!,0,0,0,0,0,1,0,0
7,항상 피곤하고 지친 느낌을 많이 받았는데 요즘 운동 시작하고 많이 좋아졌어.,0,0,0,0,0,0,0,1
7,학교 폭력도 없고 공부만 할 수 있잖아.,0,0,0,0,0,0,0,1
1,요즘 나 자신에게 너무 실망스러워.,0,1,0,0,0,0,0,0
3,그 친구도 문제인 게 내가 표절 소리를 듣고 있는 와중에도 입 뻥긋 안 하더라니까?,0,0,0,1,0,0,0,0
6,수술비가 많이 나왔는데 아들은 수술비를 지원해 줄 수 있는 돈이 없다고 해.,0,0,0,0,0,0,1,0
0,아내와 잠깐 마실 좀 다녀와야겠어.,1,0,0,0,0,0,0,0
6,지금 내가 만나고 있는 사람은 정말 신뢰할 수 있는 사람이야.,0,0,0,0,0,0,1,0
3,이젠 여유 있게 살겠다고 생각했는데 막상 퇴직하고 보니 돈이 부족해서 행복하지가 않아.,0,0,0,1,0,0,0,0
7,아들이 옷을 좋아하니 옷을 사주는 게 좋을 것 같아.,0,0,0,0,0,0,0,1
1,내가 그동안 열심히 살았는데 이제 늙고 힘없으니 슬프고 지난 세월이 억울해.,0,1,0,0,0,0,0,0
7,친구와 맛있는 것을 먹었던 내용을 적어야겠어. 행복한 기분이었어.,0,0,0,0,0,0,0,1
7,고마워. 오랫동안 준비해 온 회사라서 더욱 기뻐.,0,0,0,0,0,0,0,1
4,새롭게 사람을 사귈 방법을 찾아야겠어.,0,0,0,0,1,0,0,0
7,모두 성실하고 학구열이 높아서 공부하는 데 서로 도움이 많이 돼. ,0,0,0,0,0,0,0,1
6,본인보다 회사를 생각하며 다들 열심히 해주어서 너무 감사했어.,0,0,0,0,0,0,1,0
5,앞으로 더 이상 대출은 하지 않고 번 돈의 일부를 저축 해야겠어.,0,0,0,0,0,1,0,0
3,이제는 나도 기관에 도움을 청해서 벗어나고 싶어.,0,0,0,1,0,0,0,0
3,일단 공공근로 일자리도 알아보고 조금씩이라도 운동을 해 볼 생각이야.,0,0,0,1,0,0,0,0
1,아무래도 우리 집이 가난하다 보니까 대학교 진학에 대해서도 별생각 없으셨나 봐.,0,1,0,0,0,0,0,0
7,사람들이 내 말을 기다려주고 귀 기울여 줘. 덕분에 내 생각을 잘 전달할 수 있어.,0,0,0,0,0,0,0,1
5,결혼이란 걸 생각하면 즐겁기도 하고 기쁠 것 같아.,0,0,0,0,0,1,0,0
1,맞아 정말 허전해. 그 간호사를 만나 고마웠다는 인사라도 전해주고 싶어.,0,1,0,0,0,0,0,0
7,앞으로 내가 더 도와줘서 친구 장사가 흥하면 좋겠어.,0,0,0,0,0,0,0,1
6,병원 검사를 받았는데 수치도 다 좋더라고. 의사 선생님이 이 나이에 드물게 건강하다고 하시고.,0,0,0,0,0,0,1,0
6,아빠의 관심 덕분에 왕따 당하는 것으로 괴로워하던 내가 이제는 친구를 사귈 용기를 얻게 되었어.,0,0,0,0,0,0,1,0
3,가족들이 나만 따돌리는 느낌이야. 나는 돈 벌어다 주는 기곈가?,0,0,0,1,0,0,0,0
4,집중하지 못하는 성격 탓에 성적이 좋지 않아서 부모님 기대에 못 미치는 게 죄책감 들어.,0,0,0,0,1,0,0,0
6,실수로 언니 얼굴에 상처를 냈지만 언니가 화를 내지 않아서 기뻤어.,0,0,0,0,0,0,1,0
4,의사에게 금주하라는 이야기를 들었는데 또 술 먹는 내가 너무 한심해.,0,0,0,0,1,0,0,0
2,집안 사정이 좋지 않아서 고등학교 졸업하자마자 동생들을 위해 돈을 벌어야만 했어.,0,0,1,0,0,0,0,0
7,우리 부부를 다들 부러워해. 잘 산 것 같아 다행이야.,0,0,0,0,0,0,0,1
5,그동안 빌린 수술비 대출금으로 들지 못하였던 적금을 들었어.,0,0,0,0,0,1,0,0
2,식사 시간에 대화로 부드럽게 이야기를 꺼내 보려는데 잘 안돼서 힘들어.,0,0,1,0,0,0,0,0
1,아무래도 아내에게 맞벌이 관련 얘기를 해봐야 할 것 같아.,0,1,0,0,0,0,0,0
7,피곤했던 건 단순 체력 부족이었나봐. 앞으로 체력을 기르는 노력을 해야겠어.,0,0,0,0,0,0,0,1
3,붙잡고 싶은데 마음이 이미 떠나버린 것 같아. 한 번만 더 설득해봐야지.,0,0,0,1,0,0,0,0
2,나의 성 정체성과 별개로 능력으로 인정받고 싶어.,0,0,1,0,0,0,0,0
2,요즘 애들 무섭잖아. 뭐라고 하면 엇나갈까 봐 야단치지도 못하겠어.,0,0,1,0,0,0,0,0
4,주변사람들에게 조금만 도움을 청해서 해결했지.,0,0,0,0,1,0,0,0
3,나에게 오백만 원을 빌려간 김 영감은 십 년이 지나도록 갚지 않고 있어.,0,0,0,1,0,0,0,0
6,맞아. 어떻게 이런 회사에서 계속 일할 수 있는지 참 나는 운이 좋아.,0,0,0,0,0,0,1,0
0,직장 다닐 때는 바쁘다고 애들 크는 모습도 못 보고 애들이 내 사랑을 못 받고 자랐지.,1,0,0,0,0,0,0,0
1,내가 이 학교를 선택한다면 나는 오랜 친구와 헤어져야 해 고민돼.,0,1,0,0,0,0,0,0
2,책과 책 사이는 보지 못했는데 한 번 다시 확인해 봐야겠다.,0,0,1,0,0,0,0,0
3,나는 이제 이 세상에 쓸모없는 사람이야.,0,0,0,1,0,0,0,0
2,새로운 사람을 만나는 것이 두려워. 어떤 말을 해야 할지 모르겠어.,0,0,1,0,0,0,0,0
6,우리 언니지만 정말 대단해. 아나운서 공채에 합격을 했어.,0,0,0,0,0,0,1,0
0,부모님께 성적표를 보여드렸더니 나한테 말도 안 하시고 쳐다도 안 보셔. 정말 죽고 싶어.,1,0,0,0,0,0,0,0
4,학력을 속이고 연애를 했거든. 마누라 모임에 가면 내가 제약을 많이 받아. 나의 모임에는 마누라에게 조심스럽고.,0,0,0,0,1,0,0,0
6,이번에 우리 팀에서 직원 한 명을 감원하기로 했는데 은근히 내가 될까 봐 걱정을 많이 하고 있어.,0,0,0,0,0,0,1,0
6,학교 선생님이 내 성적이 올라서 더 나은 대학에 다니겠다고 했어.,0,0,0,0,0,0,1,0
7,난 누군가를 위해 희생하고 살고 싶지는 않아.,0,0,0,0,0,0,0,1
4,다리에 무리도 없으면서 손자들을 놀아줄 수 있는 방법을 찾아봐야지.,0,0,0,0,1,0,0,0
1,그래서 내일은 엄마가 와서 같이 시간 보내기로 했어.,0,1,0,0,0,0,0,0
4,누군가에게 말해도 해결될 것 같지 않아.,0,0,0,0,1,0,0,0
1,앞으로 일생동안 멋진 추억을 만들어야겠어.,0,1,0,0,0,0,0,0
3,엄마가 친엄마가 아니래. 친엄마를 찾아야 할까?,0,0,0,1,0,0,0,0
6,주위에서 나를 사십 대로 보지 않고 삼십 대로 봐주니 고마웠어.,0,0,0,0,0,0,1,0
2,오늘 면접 장소를 찾는데 진짜 당황스러웠어.,0,0,1,0,0,0,0,0
5,가고도 남을 만한 성적을 받았어.,0,0,0,0,0,1,0,0
7,그럼. 시집와서 오십 년을 넘게 살면서 서로 대소사를 다 봤잖아.,0,0,0,0,0,0,0,1
0,하루하루 너무 힘이 들어. 학교에서 나를 괴롭히는 친구들이 있어.,1,0,0,0,0,0,0,0
1,건강이 호전되어 의욕적으로 삶에 임하시던 분인데 이제는 희망이 사라진 것 같아 정말 마음이 상하네.,0,1,0,0,0,0,0,0
1,노인정 사람들과 같이 얘기해서 방법을 찾아봐야 할 것 같아.,0,1,0,0,0,0,0,0
3,이렇게 경제적으로 어렵게 살다가 쓸쓸한 죽음을 맞을 거 같은 생각만 들어.,0,0,0,1,0,0,0,0
6,남편과 자녀들 모두 돈을 잘 벌어서 경제적으로 부담이 안 가서 기쁘네.,0,0,0,0,0,0,1,0
7,새로운 부서로 발령이 났어.,0,0,0,0,0,0,0,1
1,나이가 드니까 돈의 중요성을 절실하게 깨닫고 있어. 그렇지만 내게는 가족이 있어서 한편으로 힘이 돼.,0,1,0,0,0,0,0,0
7,학업스트레스를 친구들과 같이 푸는 기분도 느끼고 재밌어.,0,0,0,0,0,0,0,1
6,믿어주시는 만큼 열심히 해서 기쁘게 해드리고 싶어.,0,0,0,0,0,0,1,0
0,지금이라도 일을 구해봐야겠다.,1,0,0,0,0,0,0,0
0,무릎이 아팠고 정중하게 부탁하며 말했는데 무시당하니 화가 났어.,1,0,0,0,0,0,0,0
0,하교 후에 친구들이랑 놀고 싶었는데 다들 공부하느라 바빠서 안 된대.,1,0,0,0,0,0,0,0
0,어떻게 믿었던 친구인데 이럴 수가 있지. 화가 나고 정말 속상해.,1,0,0,0,0,0,0,0
7,나 어제 면접 봤어. 이제 결과만 나오면 돼.,0,0,0,0,0,0,0,1
7,연금만으로 이미 풍족하지만 또 다른 꿈을 도전하기 위해서 카페 운영을 시작해서 좋아.,0,0,0,0,0,0,0,1
7,마누라가 보약을 달여줘서 그런가 봐.,0,0,0,0,0,0,0,1
6,그 상사님이 나에게 중요한 일을 맡겨주셔서 좋은 기회를 얻을 수 있었어.,0,0,0,0,0,0,1,0
3,나는 흔한 운동기구 하나도 없어. 난 어떻게 운동을 해야 할까.,0,0,0,1,0,0,0,0
7,나와 우리 부모님을 칭찬하셨어.너무 뿌듯하더라고.,0,0,0,0,0,0,0,1
7,내일 커피 사 들고 과장님께 가볼 거야. 과장님과 친해지고 싶어.,0,0,0,0,0,0,0,1
3,자식들은 내 말만 믿고 더 설득하려고 하지 않네.,0,0,0,1,0,0,0,0
0,전화가 와서 받긴 받았는데 아무래도 보이스피싱 같아서 빨리 끊었어. 너무 놀라서 아직도 심장이 뛰네.,1,0,0,0,0,0,0,0
3,계약직 일 년이 끝나면 정규직 기회를 주신다고 하셨는데 되려 회사 사정이 어렵다고 잘렸어.,0,0,0,1,0,0,0,0
3,평소에 아끼던 직원이었는데 경쟁사에 비밀 유출을 해서 뒤통수를 쳤어.,0,0,0,1,0,0,0,0
2,계속 십 분만 더 하다 보면 멈출 수가 없어. 난 왜 이러는 걸까.,0,0,1,0,0,0,0,0
2,건강을 회복하기 위해서 노력해야 하는데 어려워.,0,0,1,0,0,0,0,0
1,언니가 나보다 공부를 더 잘하니까 부모님이 매일 나와 언니를 비교하셔서 서러워.,0,1,0,0,0,0,0,0
2,마감 시간 내에 일을 다 끝내지 못할 것 같아서 불안해.,0,0,1,0,0,0,0,0
0,진심으로 아들의 죄를 사죄하고 피해자에게 보상하려고 해.,1,0,0,0,0,0,0,0
6,가족이 항상 나를 응원해줘.,0,0,0,0,0,0,1,0
3,돈도 많이 못 벌어다 주고 바깥으로만 돌고 내 죄가 커.,0,0,0,1,0,0,0,0
5,다음에도 이렇게 즐거운 시간을 보내고 싶어.,0,0,0,0,0,1,0,0
7,젊을 때 고생은 사서도 한다 잖아. 열심히 하니까 다 따라오더라고.,0,0,0,0,0,0,0,1
1,친구를 만나면 내가 작게 느껴져.,0,1,0,0,0,0,0,0
7,나를 거슬려 하는 친구 한 명이 있는데 자기 친구들과 같이 나를 따돌리더라. 처음엔 당혹스러웠는데 지금은 괜찮아.,0,0,0,0,0,0,0,1
0,오래전부터 천식도 있고 폐가 별로 안 좋으셨는데 공업단지 옆에서 오랫동안 사셔서 더 안 좋아지신 것 같아.,1,0,0,0,0,0,0,0
3,맞아. 팀장님이 너무 미워졌어.,0,0,0,1,0,0,0,0
3,취업 걱정으로 너무 힘들고 괴로워. 요즘 공고도 많이 없고 어떻게 해야 할지 모르겠어.,0,0,0,1,0,0,0,0
3,당뇨 진단을 받아서 충격적이야!,0,0,0,1,0,0,0,0
1,인사팀에 찾아가서 상의를 해 볼 생각이야.,0,1,0,0,0,0,0,0
2,가깝지. 둘 사이가  좋아지겠지 하며 오늘내일하는 동안 시간이 흘렀어 이제는 아내가 나까지도 학대하는 것 같아.,0,0,1,0,0,0,0,0
1,이제 현실을 알았으니 다음에는 공부를 열심히 해서 꼭 붙을 거야.,0,1,0,0,0,0,0,0
2,그냥 친구들과 나가서 놀면서 풀었던 것 같아.,0,0,1,0,0,0,0,0
7,이 동네의 내 또래 노인들은 다 성격이 유쾌해서 지내기가 너무 좋은 거 같아.,0,0,0,0,0,0,0,1
7,하마터면 화장실에 갇힐 뻔했다니까.,0,0,0,0,0,0,0,1
6,내가 아파서 퇴사를 했는데 퇴직금 외에 보너스와 손 편지를 받았어. 사장님께 너무 감사해.,0,0,0,0,0,0,1,0
7,여자친구와 드디어 화해했어.,0,0,0,0,0,0,0,1
4,새로 온 신입사원이 오전에 전달 받아야 할 서류를 잘못 전달하는 바람에 내 업무 스케줄이 꼬여버렸어.,0,0,0,0,1,0,0,0
4,따끔하게 말해서 정신 차리게 하고 싶었지. 근데 더 힘들어하는 것 같아 보여서 죄책감이 들어.,0,0,0,0,1,0,0,0
5,사람들이 나보고 신세대 할머니래.,0,0,0,0,0,1,0,0
0,싫어하는 거 알면서 자기 몸을 챙겨야한다고 계속 음식을 차려.,1,0,0,0,0,0,0,0
4,난 남자친구랑 헤어지고 싶지 않은데 어떻게 하면 좋을지 모르겠어.,0,0,0,0,1,0,0,0
5,내가 어제 남편 생일상을 차렸는데 남편이 음식이 너무 맛있다는 거야. 너무 신이 나더라고.,0,0,0,0,0,1,0,0
5,마을 이장이 매일 내 상태를 확인하러 오는 걸 보니 좋은 사람인 게 분명해.,0,0,0,0,0,1,0,0
3,적은 돈을 빌려주면서 인생에 대해 조언해주는 옆집 할머니가 너무 미워.,0,0,0,1,0,0,0,0
5,내가 병이 있는데 자식들이 돈을 모아서 쓰라고 줬어.,0,0,0,0,0,1,0,0
4,잘 꾸려오던 식당을 시누이에게 넘겨주었어. ,0,0,0,0,1,0,0,0
0,친구들이 시비를 거는 게 나랑 놀자고 하는 건지 괴롭히려고 하는 건지 잘 모르겠어.,1,0,0,0,0,0,0,0
1,응. 나는 왜 이렇게 사람 사귀는 게 힘든지 모르겠어.,0,1,0,0,0,0,0,0
1,죽는다는 거 말이야. 언제든 일어날 수 있는 일이더라고.,0,1,0,0,0,0,0,0
7,역시 남자친구와 싸우지 않으려면 솔직하게 속마음을 터야 하나 봐. 요즘 아주 잘 지내고 있어.,0,0,0,0,0,0,0,1
3,사촌 동생이 회계사에 합격하더라도 그것보다 내가 더 성공해 보이고 말겠어.,0,0,0,1,0,0,0,0
0,아빠한테 솔직히 말할래. 왜 나한테만 하라고 하는지 타당한 이유라도 들어야겠어.,1,0,0,0,0,0,0,0
2,한 번 사기를 당한 적이 있어서 대인관계가 두려워.,0,0,1,0,0,0,0,0
6,우리 학교 선배 중에 믿을 수 있는 선배가 있어서 정말 행복해.,0,0,0,0,0,0,1,0
0,다 내 탓이네. 내 잘못이야.,1,0,0,0,0,0,0,0
0,어릴 적부터 돈이 없어 배우지도 못하고 항상 배가 고팠어. 내가 너무 지긋지긋해.,1,0,0,0,0,0,0,0
0,은퇴할 때 즈음 되니 다들 퇴직금 얹어서 어떻게든 집을 사던데 집값이 하도 뛰어서 나는 택도 없네. ,1,0,0,0,0,0,0,0
5,옆집 총각이 다 제거해줘서 다행이야.,0,0,0,0,0,1,0,0
2,내 행동에 관해 이야기도 하고 내 비밀 이야기도 했더라고.,0,0,1,0,0,0,0,0
7,아니. 괜찮아. 내상황에서는 공부에 더 집중 되고 좋지.,0,0,0,0,0,0,0,1
3,내일 선생님께 내가 그 시간에 어디 있었는지 무얼 하고 있었는지 친구들을 불러서 말씀드릴 생각이야.,0,0,0,1,0,0,0,0
1,응. 계속 우울해. 혼자 적적해질 때마다.,0,1,0,0,0,0,0,0
0,나도 묘안이 떠오르지를 않네.,1,0,0,0,0,0,0,0
6,맞아. 나도 나중에 들어올 후임에게 잘해줘야겠어.,0,0,0,0,0,0,1,0
4,남편이 지방으로 발령이 나서 떨어져 살게 됐어.,0,0,0,0,1,0,0,0
1,남편의 월급으로 더 이상 가계를 유지할 수 없어 이혼에 대해 얘기 중인데 너무 서러워.,0,1,0,0,0,0,0,0
7,혼자서 운동을 하는 게 너무 힘들었는데 동생과 함께 운동하니 운동도 잘되고 건강도 점점 좋아지는 것 같아.,0,0,0,0,0,0,0,1
1,남편에게 평생 헌신하고 빈 껍데기만 남아 이제 나이 먹고 병들어 나를 돌봐야 하니 인제 와서 이혼하자고 하지 뭐야?,0,1,0,0,0,0,0,0
6,좋은 거래처들과 많이 알고 지내다 보니 사업 수완이 좋다는 이야기를 듣곤 해.,0,0,0,0,0,0,1,0
6,외국어 공부라도 할 생각이야. 언제 해외 출장을 가게 될지 몰라서 말이야.,0,0,0,0,0,0,1,0
7,오후에는 오늘 있었던 발표에 대한 생각을 정리해 보도록 해야겠어.,0,0,0,0,0,0,0,1
6,내 뒷바라지로 고생했다고 주는 내 마음인데 좋아할지 모르겠어.,0,0,0,0,0,0,1,0
3,술이라도 한 잔씩 하면서 이유를 물어봐야지.,0,0,0,1,0,0,0,0
0,자기 옷도 아닌데 왜 안 돌려주는지 모르겠어.,1,0,0,0,0,0,0,0
0,내가 마음을 좀 돌보고 차분하게 해 봐야겠어.,1,0,0,0,0,0,0,0
4,아무래도 내 신경이 병적으로 과민한 탓에 아들을 오해하는 것 같아. 병원에 가봐야겠어.,0,0,0,0,1,0,0,0
1,늙으니까 몸 구석구석 안 아픈 곳이 없어. 우울해.,0,1,0,0,0,0,0,0
0,먼저 다가가서 말도 못 걸겠고 쉽지 않아. 나는 친구를 못 사귀는 사람인 걸까?,1,0,0,0,0,0,0,0
5,문화생활 즐기기 또는 스포츠 활동이 있겠지. 너무 기대돼!,0,0,0,0,0,1,0,0
2,상대방의 관심사나 취미를 미리 알아보는 것이 도움 될 것 같아.,0,0,1,0,0,0,0,0
0,그 친구에게 친구가 되어 줘야겠어.,1,0,0,0,0,0,0,0
3,그래도 애들은 부모 마음을 몰라주니 어떻게 하겠어. 부모는 평생 자식만 바라본다는 말이 맞나보군.,0,0,0,1,0,0,0,0
4,예전에는 다른 친구에게 얘기하면서 털어놨던 것 같은데 이번에도 그렇게 해볼까 해.,0,0,0,0,1,0,0,0
5,노후에는 좋아하는 것 많이 하고 살 거야.,0,0,0,0,0,1,0,0
6,회사가 잘 커가고 있어서 참 기분이 좋아.,0,0,0,0,0,0,1,0
7,아니. 그 집은 믿는 종교가 다 달라서 일요일만 되면 싸워요.,0,0,0,0,0,0,0,1
2,아빠가 나에게만 준 용돈을 누나 몰래 숨겨두었는데 책상 위에 두고 온 것 같아. 불안해.,0,0,1,0,0,0,0,0
4,응. 성공은 아니더라도 뭔가 인생에 재미가 없달까.,0,0,0,0,1,0,0,0
7,집을 비운 사이 금고에 넣어둔 돈을 털어가는 바람에 잠도 못자고 걱정하고 있었는데. 정말 다행이야.,0,0,0,0,0,0,0,1
3,항암치료비에 보태기 위해 집을 팔 수도 있었지만 아들에게 물려줘야 해서 팔지 않았어.,0,0,0,1,0,0,0,0
7,적금부터 들고 싶어.,0,0,0,0,0,0,0,1
6,잘 모르겠지만 동료들에게 더 친절하고 부드럽게 대해주며 일에 임해야겠어.,0,0,0,0,0,0,1,0
0,요즘 내가 야뇨증이 심해서 의도치 않게 자다가 실수를 많이 하는데 아내가 지나치게 나무라서 화가 나.,1,0,0,0,0,0,0,0
7,아무래도 계속해서 스스로라도 의식하지 말자고 생각을 해야겠지?,0,0,0,0,0,0,0,1
6,이렇게 유지되면 우리 부서는 업무 스트레스가 많이 줄어들 것 같아.,0,0,0,0,0,0,1,0
6,선생님께 커피 한잔이라도 사드려야 할 것 같아.,0,0,0,0,0,0,1,0
5,아주 어렸을때부터 하고 싶던 일이라 내 생각은 확고해.,0,0,0,0,0,1,0,0
1,주말에 가족들이랑 야외로 캠핑 가서 바람이나 쐬고 올까 해.,0,1,0,0,0,0,0,0
1,면접 때 분위기도 좋고 답도 잘해서 부모님께도 이미 말씀드려서 한껏 기대하고 계시는데 엄청나게 실망하실 거야.,0,1,0,0,0,0,0,0
1,응. 괴리감이 너무 커서 힘들어.,0,1,0,0,0,0,0,0
0,아무것도 준비 안 된 상황에 퇴직하게 되니 불안하긴 한데 설명이라도 한번 들어보고 결정할까?,1,0,0,0,0,0,0,0
4,친구들이 하는 이야기들을 나한테만 숨기는 느낌이 들고 나만 모르는 느낌이 들어.,0,0,0,0,1,0,0,0
4,직장을 다닐 때도 항상 자신만만했는데,0,0,0,0,1,0,0,0
5,지금부터라도 건강관리를 해야겠어.,0,0,0,0,0,1,0,0
0,아버지가 다섯 살 새 동생을 데리고 오셨어.,1,0,0,0,0,0,0,0
1,아무리 생각할수록 결혼을 진짜 잘못한 거 같아.,0,1,0,0,0,0,0,0
6,자꾸 헷갈려서 여러 번 물어보는데도 친절히 알려줘서 고마움을 표현하려고 해.,0,0,0,0,0,0,1,0
7,젊었을 때 성질에 비해 지금은 아주 여유로워.,0,0,0,0,0,0,0,1
2,노화로 인해 옛날에는 쉽게 하던 일들을 못 하는 요즘 나를 보면 나 자신이 쓸모없어 보여.,0,0,1,0,0,0,0,0
0,내 주위엔 의지할 사람이 한 명도 없어. 왜 이렇게 살았을까.,1,0,0,0,0,0,0,0
7,아니. 원래 어렸을때부터 존중해주셨어.,0,0,0,0,0,0,0,1
7,그래도 참아야겠지?,0,0,0,0,0,0,0,1
6,왜 승진 시험을 제대로 못 보는지 너무 답답해.,0,0,0,0,0,0,1,0
0,국어 과목만큼은 반에서 일 등을 하고 싶었는데 그러지 못했어. 너무 속상해.,1,0,0,0,0,0,0,0
2,하고 싶은 것도 없으면서 공부만 하는데 공부도 잘 못하니까 인생이 불안해.,0,0,1,0,0,0,0,0
4,친구들이 이상하게 생각하는지는 이야기를 나눠보진 않았어.,0,0,0,0,1,0,0,0
5,나도 우리가족들을 많이 아끼고 사랑할려고 해.,0,0,0,0,0,1,0,0
6,아주 마음 편하게 연차를 쓸 수 있거든. 업무 공백을 서로 잘 채워줘.,0,0,0,0,0,0,1,0
3,여자친구가 알고 보니 과거에 동거한 적이 있었어. 그동안 숨겨왔다는 것에 마음이 아프고 배신당한 기분이야.,0,0,0,1,0,0,0,0
5,선생님이 날 선택한 걸 후회하지 않도록 열심히 할래.,0,0,0,0,0,1,0,0
5,걱정의 연속이야. 이제 곧 남편도 은퇴고 무엇을 먹고살아야 하나.,0,0,0,0,0,1,0,0
3,요즘은 그냥 하는 일 없이 집에 있고 나갈 일도 별로 없으니까.,0,0,0,1,0,0,0,0
3,마음을 좀 편히 갖도록 해야겠어. 가벼운 운동이라도 해서 스트레스도 좀 날려보고.,0,0,0,1,0,0,0,0
1,그러니까 친구 한번을 만나지를 못하고 억울해 죽겠어.,0,1,0,0,0,0,0,0
5,아내도 기뻐하고 같은 병실분들도 함께 좋아해 주셔서 너무 감사드려서 보답해드리고 싶어.,0,0,0,0,0,1,0,0
4,나와 같은 고민하는 사람들이 있는지 찾아봐야겠어.,0,0,0,0,1,0,0,0
3,생각해보니 말도 없이 아들에게 내 마음을 알아주길 바랐던 것 같아 아들에게 솔직히 얘기를 해봐야겠어.,0,0,0,1,0,0,0,0
6,내가 신뢰하는 사람과 결혼하기로 했어.,0,0,0,0,0,0,1,0
4,소개를 받은 남자가 있는데 나는 호감인데 그 사람 마음은 알 수 없어서 혼란스러워.,0,0,0,0,1,0,0,0
6,학교 교수님이 일자리를 소개해주셔서 취업하게 됐어.,0,0,0,0,0,0,1,0
7,할머니 사는 곳에 지진이 났었는데 할머니 댁은 피해가 없었대. 다행이야.,0,0,0,0,0,0,0,1
1,뇌졸중이 와서 후유증으로 왼 쪽 팔다리를 못 쓰게 됐어. 친구들은 이런 나를 보면 비웃을 텐데 비참하군.,0,1,0,0,0,0,0,0
7,친구가 약속 시간에 늦었어.,0,0,0,0,0,0,0,1
3,공부 잘하는 친구와 방법에 대해서 얘기를 해봐야겠어.,0,0,0,1,0,0,0,0
